,sep,sep2,dT,peak,mult,bl1,bl2
99, 6_156, 6_156, 0.0, 12127.9726, 169, 127.558666242, 127.558666242
100, 4_178, 4_178, 0.0, 12127.9726, 400, 175.402660565, 175.402660565
101, 8_70, 8_70, 0.0, 12127.9726, 400, 59.0051975112, 59.0051975112
102, 7_127, 7_127, 0.0, 12127.9726, 36, 187.729734814, 187.729734814
103, 4_218, 4_218, 0.0, 12127.9726, 9, 197.145056578, 197.145056578
104, 46_155, 46_155, 0.0, 12127.9726, 81, 160.156964673, 160.156964673
105, 31_93, 31_93, 0.0, 12127.9726, 1156, 182.54866018, 182.54866018
106, 31_91, 31_91, 0.0, 12127.9726, 289, 209.718891217, 209.718891217
107, 21_144, 21_144, 0.0, 12127.9726, 25, 234.662168517, 234.662168517
108, 0_215, 0_215, 0.0, 12127.9726, 144, 211.741949867, 211.741949867
109, 33_91, 33_91, 0.0, 12127.9726, 1156, 65.8350463912, 65.8350463912
110, 33_92, 33_92, 0.0, 12127.9726, 1369, 59.0051975112, 59.0051975112
111, 33_93, 33_93, 0.0, 12127.9726, 1444, 55.2747078991, 55.2747078991
112, 0_216, 0_216, 0.0, 12127.9726, 81, 219.64793041, 219.64793041
113, 0_217, 0_217, 0.0, 12127.9726, 36, 228.215015574, 228.215015574
114, 0_214, 0_214, 0.0, 12127.9726, 225, 204.573735688, 204.573735688
115, 33_98, 33_98, 0.0, 12127.9726, 841, 85.5481930454, 85.5481930454
116, 21_217, 21_217, 0.0, 12127.9726, 36, 218.67531487, 218.67531487
117, 33_99, 33_99, 0.0, 12127.9726, 729, 97.2115905298, 97.2115905298
118, 20_201, 20_201, 0.0, 12127.9726, 100, 166.03822853, 166.03822853
119, 0_211, 0_211, 0.0, 12127.9726, 576, 188.296609989, 188.296609989
120, 9_127, 9_127, 0.0, 12127.9726, 1, 211.238001632, 211.238001632
121, 9_120, 9_120, 0.0, 12127.9726, 676, 99.3801455691, 99.3801455691
122, 74_75, 74_75, 0.0, 12127.9726, 1, 219.64793041, 219.64793041
123, 6_33, 6_33, 0.0, 12127.9726, 900, 115.883907425, 115.883907425
124, 33_97, 33_97, 0.0, 12127.9726, 900, 74.9213810159, 74.9213810159
125, 33_96, 33_96, 0.0, 12127.9726, 900, 65.8350463912, 65.8350463912
126, 33_95, 33_95, 0.0, 12127.9726, 1156, 59.0051975112, 59.0051975112
127, 33_94, 33_94, 0.0, 12127.9726, 1369, 55.2747078991, 55.2747078991
128, 0_130, 0_130, 0.0, 12127.9726, 3721, 118.010395022, 118.010395022
129, 20_66, 20_66, 0.0, 12127.9726, 441, 109.581081092, 109.581081092
130, 0_132, 0_132, 0.0, 12127.9726, 3481, 121.569294369, 121.569294369
131, 0_133, 0_133, 0.0, 12127.9726, 3025, 125.876500322, 125.876500322
132, 0_134, 0_134, 0.0, 12127.9726, 2401, 131.670092782, 131.670092782
133, 0_135, 0_135, 0.0, 12127.9726, 1764, 138.764020313, 138.764020313
134, 0_136, 0_136, 0.0, 12127.9726, 1225, 146.97011034, 146.97011034
135, 20_67, 20_67, 0.0, 12127.9726, 625, 97.2115905298, 97.2115905298
136, 0_138, 0_138, 0.0, 12127.9726, 784, 160.156964673, 160.156964673
137, 0_139, 0_139, 0.0, 12127.9726, 729, 171.096386091, 171.096386091
138, 7_156, 7_156, 0.0, 12127.9726, 144, 124.171548002, 124.171548002
139, 99_220, 99_220, 0.0, 12127.9726, 36, 116.8, 116.8
140, 0_60, 0_60, 0.0, 12127.9726, 4624, 73.0, 73.0
141, 0_66, 0_66, 0.0, 12127.9726, 5776, 81.2893596973, 81.2893596973
142, 91_201, 91_201, 0.0, 12127.9726, 144, 177.616665885, 177.616665885
143, 4_120, 4_120, 0.0, 12127.9726, 441, 109.581081092, 109.581081092
144, 8_145, 8_145, 0.0, 12127.9726, 9, 201.423566976, 201.423566976
145, 1_60, 1_60, 0.0, 12127.9726, 2601, 81.2893596973, 81.2893596973
146, 0_140, 0_140, 0.0, 12127.9726, 625, 182.54866018, 182.54866018
147, 0_226, 0_226, 0.0, 12127.9726, 121, 212.746265145, 212.746265145
148, 10_188, 10_188, 0.0, 12127.9726, 225, 194.42318106, 194.42318106
149, 4_127, 4_127, 0.0, 12127.9726, 441, 156.113078675, 156.113078675
150, 20_159, 20_159, 0.0, 12127.9726, 400, 115.883907425, 115.883907425
151, 19_20, 19_20, 0.0, 12127.9726, 36, 22.3018683821, 22.3018683821
152, 0_141, 0_141, 0.0, 12127.9726, 484, 194.42318106, 194.42318106
153, 0_220, 0_220, 0.0, 12127.9726, 361, 193.874220394, 193.874220394
154, 20_154, 20_154, 0.0, 12127.9726, 784, 132.477067198, 132.477067198
155, 20_155, 20_155, 0.0, 12127.9726, 784, 127.558666242, 127.558666242
156, 20_156, 20_156, 0.0, 12127.9726, 121, 115.883907425, 115.883907425
157, 20_157, 20_157, 0.0, 12127.9726, 256, 114.029645268, 114.029645268
158, 0_143, 0_143, 0.0, 12127.9726, 169, 219.162162184, 219.162162184
159, 10_90, 10_90, 0.0, 12127.9726, 324, 198.760291138, 198.760291138
160, 95_120, 95_120, 0.0, 12127.9726, 1225, 109.581081092, 109.581081092
161, 3_207, 3_207, 0.0, 12127.9726, 324, 188.296609989, 188.296609989
162, 46_108, 46_108, 0.0, 12127.9726, 36, 221.580354123, 221.580354123
163, 91_108, 91_108, 0.0, 12127.9726, 9, 248.343096005, 248.343096005
164, 20_220, 20_220, 0.0, 12127.9726, 4, 236.020790045, 236.020790045
165, 46_101, 46_101, 0.0, 12127.9726, 441, 124.171548002, 124.171548002
166, 46_100, 46_100, 0.0, 12127.9726, 576, 110.549415798, 110.549415798
167, 20_235, 20_235, 0.0, 12127.9726, 1, 219.64793041, 219.64793041
168, 2_138, 2_138, 0.0, 12127.9726, 784, 140.291743639, 140.291743639
169, 33_108, 33_108, 0.0, 12127.9726, 81, 216.716989028, 216.716989028
170, 5_85, 5_85, 0.0, 12127.9726, 400, 80.4105299904, 80.4105299904
171, 93_156, 93_156, 0.0, 12127.9726, 441, 156.113078675, 156.113078675
172, 93_189, 93_189, 0.0, 12127.9726, 100, 176.6137405, 176.6137405
173, 6_189, 6_189, 0.0, 12127.9726, 100, 156.113078675, 156.113078675
174, 91_240, 91_240, 0.0, 12127.9726, 9, 215.071429995, 215.071429995
175, 31_242, 31_242, 0.0, 12127.9726, 1, 186.018744575, 186.018744575
176, 20_150, 20_150, 0.0, 12127.9726, 729, 164.101228921, 164.101228921
177, 20_151, 20_151, 0.0, 12127.9726, 784, 154.74163413, 154.74163413
178, 101_102, 101_102, 0.0, 12127.9726, 81, 16.8586278603, 16.8586278603
179, 20_123, 20_123, 0.0, 12127.9726, 1936, 88.8083329424, 88.8083329424
180, 33_144, 33_144, 0.0, 12127.9726, 16, 237.371635486, 237.371635486
181, 101_207, 101_207, 0.0, 12127.9726, 9, 129.767638493, 129.767638493
182, 20_128, 20_128, 0.0, 12127.9726, 225, 206.647171123, 206.647171123
183, 32_91, 32_91, 0.0, 12127.9726, 64, 223.496070062, 223.496070062
184, 9_138, 9_138, 0.0, 12127.9726, 441, 110.549415798, 110.549415798
185, 20_120, 20_120, 0.0, 12127.9726, 529, 95.7386024548, 95.7386024548
186, 20_122, 20_122, 0.0, 12127.9726, 1521, 88.8083329424, 88.8083329424
187, 100_102, 100_102, 0.0, 12127.9726, 289, 30.3923235922, 30.3923235922
188, 20_125, 20_125, 0.0, 12127.9726, 2304, 95.7386024548, 95.7386024548
189, 20_124, 20_124, 0.0, 12127.9726, 2209, 91.1769707766, 91.1769707766
190, 20_127, 20_127, 0.0, 12127.9726, 64, 219.162162184, 219.162162184
191, 20_126, 20_126, 0.0, 12127.9726, 2209, 102.2, 102.2
192, 0_223, 0_223, 0.0, 12127.9726, 289, 198.760291138, 198.760291138
193, 33_172, 33_172, 0.0, 12127.9726, 100, 174.183160304, 174.183160304
194, 3_218, 3_218, 0.0, 12127.9726, 9, 204.573735688, 204.573735688
195, 0_14, 0_14, 0.0, 12127.9726, 16384, 52.6410486218, 52.6410486218
196, 0_45, 0_45, 0.0, 12127.9726, 784, 164.101228921, 164.101228921
197, 33_101, 33_101, 0.0, 12127.9726, 400, 122.442857421, 122.442857421
198, 21_101, 21_101, 0.0, 12127.9726, 441, 122.442857421, 122.442857421
199, 21_91, 21_91, 0.0, 12127.9726, 1600, 80.4105299904, 80.4105299904
200, 21_92, 21_92, 0.0, 12127.9726, 1936, 73.48505517, 73.48505517
201, 21_93, 21_93, 0.0, 12127.9726, 2116, 68.9969081433, 68.9969081433
202, 21_94, 21_94, 0.0, 12127.9726, 2116, 67.4345114413, 67.4345114413
203, 21_95, 21_95, 0.0, 12127.9726, 1936, 68.9969081433, 68.9969081433
204, 21_96, 21_96, 0.0, 12127.9726, 1600, 73.48505517, 73.48505517
205, 21_97, 21_97, 0.0, 12127.9726, 1225, 80.4105299904, 80.4105299904
206, 21_98, 21_98, 0.0, 12127.9726, 1089, 89.2074735285, 89.2074735285
207, 21_99, 21_99, 0.0, 12127.9726, 900, 99.3801455691, 99.3801455691
208, 91_158, 91_158, 0.0, 12127.9726, 100, 213.745861558, 213.745861558
209, 91_106, 91_106, 0.0, 12127.9726, 144, 219.162162184, 219.162162184
210, 8_204, 8_204, 0.0, 12127.9726, 16, 162.797092521, 162.797092521
211, 20_223, 20_223, 0.0, 12127.9726, 9, 211.741949867, 211.741949867
212, 92_218, 92_218, 0.0, 12127.9726, 9, 212.746265145, 212.746265145
213, 0_67, 0_67, 0.0, 12127.9726, 3721, 91.1769707766, 91.1769707766
214, 92_102, 92_102, 0.0, 12127.9726, 1764, 146.243130893, 146.243130893
215, 3_56, 3_56, 0.0, 12127.9726, 1369, 92.7224532319, 92.7224532319
216, 46_74, 46_74, 0.0, 12127.9726, 36, 204.573735688, 204.573735688
217, 0_99, 0_99, 0.0, 12127.9726, 1764, 109.581081092, 109.581081092
218, 0_98, 0_98, 0.0, 12127.9726, 2401, 102.547029861, 102.547029861
219, 8_162, 8_162, 0.0, 12127.9726, 9, 204.573735688, 204.573735688
220, 7_162, 7_162, 0.0, 12127.9726, 36, 194.42318106, 194.42318106
221, 93_102, 93_102, 0.0, 12127.9726, 1764, 131.670092782, 131.670092782
222, 0_91, 0_91, 0.0, 12127.9726, 2401, 109.581081092, 109.581081092
223, 2_189, 2_189, 0.0, 12127.9726, 100, 183.712637925, 183.712637925
224, 10_59, 10_59, 0.0, 12127.9726, 441, 178.414947057, 178.414947057
225, 5_10, 5_10, 0.0, 12127.9726, 6241, 81.2893596973, 81.2893596973
226, 0_219, 0_219, 0.0, 12127.9726, 4, 240.936865866, 240.936865866
227, 46_90, 46_90, 0.0, 12127.9726, 36, 212.746265145, 212.746265145
228, 8_91, 8_91, 0.0, 12127.9726, 9, 198.22334205, 198.22334205
229, 31_119, 31_119, 0.0, 12127.9726, 1521, 94.9935436403, 94.9935436403
230, 0_92, 0_92, 0.0, 12127.9726, 3025, 102.547029861, 102.547029861
231, 2_70, 2_70, 0.0, 12127.9726, 1600, 105.619000816, 105.619000816
232, 0_202, 0_202, 0.0, 12127.9726, 196, 205.094059722, 205.094059722
233, 0_64, 0_64, 0.0, 12127.9726, 8464, 66.9056051464, 66.9056051464
234, 0_65, 0_65, 0.0, 12127.9726, 8649, 73.0, 73.0
235, 0_176, 0_176, 0.0, 12127.9726, 81, 221.098831596, 221.098831596
236, 4_31, 4_31, 0.0, 12127.9726, 961, 83.0191142649, 83.0191142649
237, 9_91, 9_91, 0.0, 12127.9726, 1, 211.238001632, 211.238001632
238, 4_33, 4_33, 0.0, 12127.9726, 2704, 88.8083329424, 88.8083329424
239, 1_138, 1_138, 0.0, 12127.9726, 784, 149.842762032, 149.842762032
240, 0_93, 0_93, 0.0, 12127.9726, 3481, 97.2115905298, 97.2115905298
241, 10_144, 10_144, 0.0, 12127.9726, 36, 232.838341631, 232.838341631
242, 0_222, 0_222, 0.0, 12127.9726, 361, 196.060840897, 196.060840897
243, 0_97, 0_97, 0.0, 12127.9726, 3025, 97.2115905298, 97.2115905298
244, 0_96, 0_96, 0.0, 12127.9726, 3481, 93.864867407, 93.864867407
245, 0_95, 0_95, 0.0, 12127.9726, 3721, 92.7224532319, 92.7224532319
246, 0_94, 0_94, 0.0, 12127.9726, 3721, 93.864867407, 93.864867407
247, 0_173, 0_173, 0.0, 12127.9726, 225, 188.296609989, 188.296609989
248, 0_172, 0_172, 0.0, 12127.9726, 441, 184.869287155, 184.869287155
249, 0_171, 0_171, 0.0, 12127.9726, 729, 176.009242182, 176.009242182
250, 3_102, 3_102, 0.0, 12127.9726, 784, 102.547029861, 102.547029861
251, 20_99, 20_99, 0.0, 12127.9726, 2304, 121.569294369, 121.569294369
252, 92_173, 92_173, 0.0, 12127.9726, 225, 180.198150194, 180.198150194
253, 56_100, 56_100, 0.0, 12127.9726, 1681, 68.9969081433, 68.9969081433
254, 56_101, 56_101, 0.0, 12127.9726, 1089, 59.0051975112, 59.0051975112
255, 20_224, 20_224, 0.0, 12127.9726, 9, 205.094059722, 205.094059722
256, 33_59, 33_59, 0.0, 12127.9726, 100, 189.987087281, 189.987087281
257, 10_242, 10_242, 0.0, 12127.9726, 1, 251.753000644, 251.753000644
258, 0_170, 0_170, 0.0, 12127.9726, 1089, 167.95289022, 167.95289022
259, 3_109, 3_109, 0.0, 12127.9726, 784, 141.803008901, 141.803008901
260, 2_75, 2_75, 0.0, 12127.9726, 400, 105.282097244, 105.282097244
261, 6_70, 6_70, 0.0, 12127.9726, 324, 65.8350463912, 65.8350463912
262, 46_98, 46_98, 0.0, 12127.9726, 729, 84.2931393017, 84.2931393017
263, 43_91, 43_91, 0.0, 12127.9726, 576, 198.760291138, 198.760291138
264, 6_75, 6_75, 0.0, 12127.9726, 16, 151.727650743, 151.727650743
265, 20_98, 20_98, 0.0, 12127.9726, 2304, 132.477067198, 132.477067198
266, 20_97, 20_97, 0.0, 12127.9726, 2304, 144.04017958, 144.04017958
267, 20_96, 20_96, 0.0, 12127.9726, 1936, 156.113078675, 156.113078675
268, 20_95, 20_95, 0.0, 12127.9726, 1521, 168.586278603, 168.586278603
269, 20_94, 20_94, 0.0, 12127.9726, 1089, 181.377212828, 181.377212828
270, 20_93, 20_93, 0.0, 12127.9726, 676, 194.42318106, 194.42318106
271, 0_32, 0_32, 0.0, 12127.9726, 784, 154.74163413, 154.74163413
272, 20_91, 20_91, 0.0, 12127.9726, 81, 221.098831596, 221.098831596
273, 93_204, 93_204, 0.0, 12127.9726, 36, 187.729734814, 187.729734814
274, 14_20, 14_20, 0.0, 12127.9726, 441, 94.9935436403, 94.9935436403
275, 0_178, 0_178, 0.0, 12127.9726, 1600, 157.472579624, 157.472579624
276, 0_179, 0_179, 0.0, 12127.9726, 1936, 156.113078675, 156.113078675
277, 20_228, 20_228, 0.0, 12127.9726, 9, 187.729734814, 187.729734814
278, 43_101, 43_101, 0.0, 12127.9726, 1521, 73.48505517, 73.48505517
279, 43_100, 43_100, 0.0, 12127.9726, 2209, 83.0191142649, 83.0191142649
280, 7_193, 7_193, 0.0, 12127.9726, 36, 205.094059722, 205.094059722
281, 0_177, 0_177, 0.0, 12127.9726, 25, 232.838341631, 232.838341631
282, 0_146, 0_146, 0.0, 12127.9726, 3025, 132.477067198, 132.477067198
283, 91_101, 91_101, 0.0, 12127.9726, 100, 146.0, 146.0
284, 0_144, 0_144, 0.0, 12127.9726, 49, 231.921049785, 231.921049785
285, 20_225, 20_225, 0.0, 12127.9726, 9, 199.295793567, 199.295793567
286, 46_91, 46_91, 0.0, 12127.9726, 729, 51.2735149305, 51.2735149305
287, 46_92, 46_92, 0.0, 12127.9726, 841, 44.6037367642, 44.6037367642
288, 46_93, 46_93, 0.0, 12127.9726, 841, 42.1465696508, 42.1465696508
289, 8_31, 8_31, 0.0, 12127.9726, 169, 30.3923235922, 30.3923235922
290, 20_227, 20_227, 0.0, 12127.9726, 9, 190.547246984, 190.547246984
291, 8_33, 8_33, 0.0, 12127.9726, 64, 143.793323906, 143.793323906
292, 43_119, 43_119, 0.0, 12127.9726, 1225, 80.4105299904, 80.4105299904
293, 46_97, 46_97, 0.0, 12127.9726, 729, 72.0200897898, 72.0200897898
294, 46_99, 46_99, 0.0, 12127.9726, 676, 97.2115905298, 97.2115905298
295, 8_156, 8_156, 0.0, 12127.9726, 169, 122.442857421, 122.442857421
296, 20_221, 20_221, 0.0, 12127.9726, 9, 227.279064881, 227.279064881
297, 91_152, 91_152, 0.0, 12127.9726, 784, 129.767638493, 129.767638493
298, 91_153, 91_153, 0.0, 12127.9726, 441, 143.793323906, 143.793323906
299, 91_154, 91_154, 0.0, 12127.9726, 196, 157.923145865, 157.923145865
300, 45_46, 45_46, 0.0, 12127.9726, 36, 190.547246984, 190.547246984
301, 46_96, 46_96, 0.0, 12127.9726, 676, 60.7846471844, 60.7846471844
302, 3_33, 3_33, 0.0, 12127.9726, 4761, 75.8638253715, 75.8638253715
303, 20_173, 20_173, 0.0, 12127.9726, 25, 127.279849151, 127.279849151
304, 44_91, 44_91, 0.0, 12127.9726, 225, 212.746265145, 212.746265145
305, 20_176, 20_176, 0.0, 12127.9726, 64, 129.767638493, 129.767638493
306, 20_177, 20_177, 0.0, 12127.9726, 25, 133.811210293, 133.811210293
307, 20_174, 20_174, 0.0, 12127.9726, 64, 126.439708953, 126.439708953
308, 20_175, 20_175, 0.0, 12127.9726, 81, 127.279849151, 127.279849151
309, 20_172, 20_172, 0.0, 12127.9726, 441, 137.993816287, 137.993816287
310, 20_170, 20_170, 0.0, 12127.9726, 441, 146.97011034, 146.97011034
311, 46_95, 46_95, 0.0, 12127.9726, 576, 51.2735149305, 51.2735149305
312, 100_120, 100_120, 0.0, 12127.9726, 225, 36.742527585, 36.742527585
313, 9_189, 9_189, 0.0, 12127.9726, 49, 147.69351148, 147.69351148
314, 11_91, 11_91, 0.0, 12127.9726, 1521, 103.581143715, 103.581143715
315, 20_178, 20_178, 0.0, 12127.9726, 25, 223.496070062, 223.496070062
316, 20_179, 20_179, 0.0, 12127.9726, 81, 212.746265145, 212.746265145
317, 46_94, 46_94, 0.0, 12127.9726, 729, 44.6037367642, 44.6037367642
318, 91_155, 91_155, 0.0, 12127.9726, 49, 172.131461389, 172.131461389
319, 0_19, 0_19, 0.0, 12127.9726, 1089, 124.742454682, 124.742454682
320, 0_18, 0_18, 0.0, 12127.9726, 2304, 110.227582755, 110.227582755
321, 7_21, 7_21, 0.0, 12127.9726, 961, 119.506150469, 119.506150469
322, 0_86, 0_86, 0.0, 12127.9726, 1600, 143.298336813, 143.298336813
323, 0_87, 0_87, 0.0, 12127.9726, 1369, 156.113078675, 156.113078675
324, 0_80, 0_80, 0.0, 12127.9726, 4761, 81.2893596973, 81.2893596973
325, 0_81, 0_81, 0.0, 12127.9726, 4761, 87.6, 87.6
326, 0_82, 0_82, 0.0, 12127.9726, 3025, 95.7386024548, 95.7386024548
327, 0_83, 0_83, 0.0, 12127.9726, 1849, 105.282097244, 105.282097244
328, 4_20, 4_20, 0.0, 12127.9726, 729, 88.0046210908, 88.0046210908
329, 0_17, 0_17, 0.0, 12127.9726, 4225, 95.7386024548, 95.7386024548
330, 4_21, 4_21, 0.0, 12127.9726, 5625, 77.2559382831, 77.2559382831
331, 0_88, 0_88, 0.0, 12127.9726, 1089, 169.2172962, 169.2172962
332, 0_89, 0_89, 0.0, 12127.9726, 784, 182.54866018, 182.54866018
333, 7_231, 7_231, 0.0, 12127.9726, 1, 194.42318106, 194.42318106
