,sep,sep2,dT,peak,mult,bl1,bl2
30, 0_12, 0_12, 0.0, 12127.9726, 32400, 25.2879417905, 25.2879417905
31, 1_178, 1_178, 0.0, 12127.9726, 1225, 160.156964673, 160.156964673
32, 0_3, 0_3, 0.0, 12127.9726, 23409, 43.8, 43.8
33, 20_22, 20_22, 0.0, 12127.9726, 256, 146.97011034, 146.97011034
34, 0_52, 0_52, 0.0, 12127.9726, 6561, 77.2559382831, 77.2559382831
35, 8_189, 8_189, 0.0, 12127.9726, 36, 149.129786875, 149.129786875
36, 0_236, 0_236, 0.0, 12127.9726, 49, 216.716989028, 216.716989028
37, 0_65, 0_65, 0.0, 12127.9726, 8649, 73.0, 73.0
38, 4_31, 4_31, 0.0, 12127.9726, 961, 83.0191142649, 83.0191142649
39, 0_62, 0_62, 0.0, 12127.9726, 7056, 63.6399245757, 63.6399245757
40, 1_10, 1_10, 0.0, 12127.9726, 30625, 25.2879417905, 25.2879417905
41, 0_27, 0_27, 0.0, 12127.9726, 7225, 77.2559382831, 77.2559382831
42, 0_39, 0_39, 0.0, 12127.9726, 7056, 75.8638253715, 75.8638253715
43, 0_15, 0_15, 0.0, 12127.9726, 11025, 66.9056051464, 66.9056051464
44, 0_68, 0_68, 0.0, 12127.9726, 2304, 102.2, 102.2
45, 0_6, 0_6, 0.0, 12127.9726, 6561, 87.6, 87.6
46, 0_51, 0_51, 0.0, 12127.9726, 9801, 66.9056051464, 66.9056051464
47, 46_90, 46_90, 0.0, 12127.9726, 36, 212.746265145, 212.746265145
48, 91_188, 91_188, 0.0, 12127.9726, 25, 193.139845708, 193.139845708
49, 0_67, 0_67, 0.0, 12127.9726, 3721, 91.1769707766, 91.1769707766
50, 0_61, 0_61, 0.0, 12127.9726, 5929, 66.9056051464, 66.9056051464
51, 0_88, 0_88, 0.0, 12127.9726, 1089, 169.2172962, 169.2172962
52, 0_83, 0_83, 0.0, 12127.9726, 1849, 105.282097244, 105.282097244
53, 0_86, 0_86, 0.0, 12127.9726, 1600, 143.298336813, 143.298336813
54, 5_178, 5_178, 0.0, 12127.9726, 225, 182.54866018, 182.54866018
55, 0_66, 0_66, 0.0, 12127.9726, 5776, 81.2893596973, 81.2893596973
56, 0_78, 0_78, 0.0, 12127.9726, 3969, 75.8638253715, 75.8638253715
57, 20_100, 20_100, 0.0, 12127.9726, 2304, 111.509341911, 111.509341911
58, 0_22, 0_22, 0.0, 12127.9726, 29929, 25.2879417905, 25.2879417905
59, 0_17, 0_17, 0.0, 12127.9726, 4225, 95.7386024548, 95.7386024548
60, 20_137, 20_137, 0.0, 12127.9726, 1225, 118.010395022, 118.010395022
61, 96_120, 96_120, 0.0, 12127.9726, 1089, 94.9935436403, 94.9935436403
62, 91_103, 91_103, 0.0, 12127.9726, 1089, 175.402660565, 175.402660565
63, 0_60, 0_60, 0.0, 12127.9726, 4624, 73.0, 73.0
64, 21_242, 21_242, 0.0, 12127.9726, 1, 247.052248185, 247.052248185
65, 0_29, 0_29, 0.0, 12127.9726, 2601, 105.282097244, 105.282097244
66, 0_96, 0_96, 0.0, 12127.9726, 3481, 93.864867407, 93.864867407
67, 31_119, 31_119, 0.0, 12127.9726, 1521, 94.9935436403, 94.9935436403
68, 74_91, 74_91, 0.0, 12127.9726, 25, 236.020790045, 236.020790045
69, 0_126, 0_126, 0.0, 12127.9726, 169, 219.64793041, 219.64793041
70, 33_188, 33_188, 0.0, 12127.9726, 100, 187.729734814, 187.729734814
71, 33_94, 33_94, 0.0, 12127.9726, 1369, 55.2747078991, 55.2747078991
72, 91_242, 91_242, 0.0, 12127.9726, 1, 240.346333444, 240.346333444
73, 7_31, 7_31, 0.0, 12127.9726, 361, 42.1465696508, 42.1465696508
74, 0_97, 0_97, 0.0, 12127.9726, 3025, 97.2115905298, 97.2115905298
75, 0_147, 0_147, 0.0, 12127.9726, 3481, 130.858142022, 130.858142022
76, 0_113, 0_113, 0.0, 12127.9726, 3721, 105.619000816, 105.619000816
77, 0_91, 0_91, 0.0, 12127.9726, 2401, 109.581081092, 109.581081092
78, 0_154, 0_154, 0.0, 12127.9726, 1225, 161.482424224, 161.482424224
79, 99_232, 99_232, 0.0, 12127.9726, 9, 124.742454682, 124.742454682
80, 0_134, 0_134, 0.0, 12127.9726, 2401, 131.670092782, 131.670092782
81, 0_112, 0_112, 0.0, 12127.9726, 3721, 105.619000816, 105.619000816
82, 5_21, 5_21, 0.0, 12127.9726, 3249, 91.1769707766, 91.1769707766
83, 0_70, 0_70, 0.0, 12127.9726, 1849, 130.858142022, 130.858142022
84, 0_95, 0_95, 0.0, 12127.9726, 3721, 92.7224532319, 92.7224532319
85, 0_117, 0_117, 0.0, 12127.9726, 1764, 124.171548002, 124.171548002
86, 0_94, 0_94, 0.0, 12127.9726, 3721, 93.864867407, 93.864867407
87, 4_20, 4_20, 0.0, 12127.9726, 729, 88.0046210908, 88.0046210908
88, 56_99, 56_99, 0.0, 12127.9726, 2304, 80.4105299904, 80.4105299904
89, 0_119, 0_119, 0.0, 12127.9726, 784, 141.803008901, 141.803008901
90, 0_132, 0_132, 0.0, 12127.9726, 3481, 121.569294369, 121.569294369
91, 1_109, 1_109, 0.0, 12127.9726, 1764, 124.171548002, 124.171548002
92, 91_102, 91_102, 0.0, 12127.9726, 1764, 160.821059981, 160.821059981
93, 20_202, 20_202, 0.0, 12127.9726, 100, 162.797092521, 162.797092521
94, 8_102, 8_102, 0.0, 12127.9726, 625, 85.5481930454, 85.5481930454
95, 43_96, 43_96, 0.0, 12127.9726, 2916, 130.858142022, 130.858142022
96, 0_232, 0_232, 0.0, 12127.9726, 100, 206.647171123, 206.647171123
97, 9_204, 9_204, 0.0, 12127.9726, 16, 160.821059981, 160.821059981
98, 9_102, 9_102, 0.0, 12127.9726, 961, 89.2074735285, 89.2074735285
99, 91_104, 91_104, 0.0, 12127.9726, 625, 189.987087281, 189.987087281
100, 56_94, 56_94, 0.0, 12127.9726, 2916, 146.243130893, 146.243130893
101, 43_94, 43_94, 0.0, 12127.9726, 2304, 157.472579624, 157.472579624
102, 56_97, 56_97, 0.0, 12127.9726, 2916, 105.619000816, 105.619000816
103, 91_120, 91_120, 0.0, 12127.9726, 1225, 167.95289022, 167.95289022
104, 56_96, 56_96, 0.0, 12127.9726, 2916, 118.910106103, 118.910106103
105, 0_230, 0_230, 0.0, 12127.9726, 9, 242.699842055, 242.699842055
106, 0_166, 0_166, 0.0, 12127.9726, 2809, 146.243130893, 146.243130893
107, 18_91, 18_91, 0.0, 12127.9726, 9, 186.018744575, 186.018744575
108, 0_161, 0_161, 0.0, 12127.9726, 36, 231.921049785, 231.921049785
109, 70_96, 70_96, 0.0, 12127.9726, 2704, 107.618276019, 107.618276019
110, 31_96, 31_96, 0.0, 12127.9726, 2704, 143.298336813, 143.298336813
111, 31_97, 31_97, 0.0, 12127.9726, 2704, 130.858142022, 130.858142022
112, 0_231, 0_231, 0.0, 12127.9726, 1, 245.320552203, 245.320552203
113, 31_94, 31_94, 0.0, 12127.9726, 1681, 169.2172962, 169.2172962
114, 31_95, 31_95, 0.0, 12127.9726, 2209, 156.113078675, 156.113078675
115, 70_94, 70_94, 0.0, 12127.9726, 2704, 135.65696935, 135.65696935
116, 70_99, 70_99, 0.0, 12127.9726, 1681, 67.4345114413, 67.4345114413
117, 91_199, 91_199, 0.0, 12127.9726, 400, 151.727650743, 151.727650743
118, 4_33, 4_33, 0.0, 12127.9726, 2704, 88.8083329424, 88.8083329424
119, 18_20, 18_20, 0.0, 12127.9726, 121, 36.742527585, 36.742527585
120, 33_155, 33_155, 0.0, 12127.9726, 121, 160.821059981, 160.821059981
121, 0_140, 0_140, 0.0, 12127.9726, 625, 182.54866018, 182.54866018
122, 0_56, 0_56, 0.0, 12127.9726, 1764, 132.477067198, 132.477067198
123, 0_148, 0_148, 0.0, 12127.9726, 3721, 130.858142022, 130.858142022
124, 10_91, 10_91, 0.0, 12127.9726, 2025, 94.9935436403, 94.9935436403
125, 10_94, 10_94, 0.0, 12127.9726, 2916, 80.4105299904, 80.4105299904
126, 0_169, 0_169, 0.0, 12127.9726, 1521, 160.821059981, 160.821059981
127, 0_163, 0_163, 0.0, 12127.9726, 2500, 144.04017958, 144.04017958
128, 0_93, 0_93, 0.0, 12127.9726, 3481, 97.2115905298, 97.2115905298
129, 9_10, 9_10, 0.0, 12127.9726, 225, 139.275123407, 139.275123407
130, 0_108, 0_108, 0.0, 12127.9726, 324, 207.676126055, 207.676126055
131, 0_133, 0_133, 0.0, 12127.9726, 3025, 125.876500322, 125.876500322
132, 0_110, 0_110, 0.0, 12127.9726, 3025, 111.509341911, 111.509341911
133, 0_145, 0_145, 0.0, 12127.9726, 2401, 135.65696935, 135.65696935
134, 2_46, 2_46, 0.0, 12127.9726, 3721, 77.2559382831, 77.2559382831
135, 7_162, 7_162, 0.0, 12127.9726, 36, 194.42318106, 194.42318106
136, 0_155, 0_155, 0.0, 12127.9726, 784, 170.472324245, 170.472324245
137, 56_92, 56_92, 0.0, 12127.9726, 1521, 174.183160304, 174.183160304
138, 20_124, 20_124, 0.0, 12127.9726, 2209, 91.1769707766, 91.1769707766
139, 85_96, 85_96, 0.0, 12127.9726, 2304, 97.2115905298, 97.2115905298
140, 85_94, 85_94, 0.0, 12127.9726, 2304, 125.876500322, 125.876500322
141, 0_120, 0_120, 0.0, 12127.9726, 1156, 146.243130893, 146.243130893
142, 0_40, 0_40, 0.0, 12127.9726, 4489, 88.8083329424, 88.8083329424
143, 0_16, 0_16, 0.0, 12127.9726, 7056, 81.2893596973, 81.2893596973
144, 20_97, 20_97, 0.0, 12127.9726, 2304, 144.04017958, 144.04017958
145, 10_32, 10_32, 0.0, 12127.9726, 441, 160.821059981, 160.821059981
146, 60_99, 60_99, 0.0, 12127.9726, 729, 99.3801455691, 99.3801455691
147, 85_95, 85_95, 0.0, 12127.9726, 2304, 111.509341911, 111.509341911
148, 85_91, 85_91, 0.0, 12127.9726, 1521, 169.2172962, 169.2172962
149, 85_92, 85_92, 0.0, 12127.9726, 2304, 154.74163413, 154.74163413
150, 92_173, 92_173, 0.0, 12127.9726, 225, 180.198150194, 180.198150194
151, 20_99, 20_99, 0.0, 12127.9726, 2304, 121.569294369, 121.569294369
152, 6_207, 6_207, 0.0, 12127.9726, 81, 204.573735688, 204.573735688
153, 0_178, 0_178, 0.0, 12127.9726, 1600, 157.472579624, 157.472579624
154, 56_98, 56_98, 0.0, 12127.9726, 2916, 92.7224532319, 92.7224532319
155, 20_141, 20_141, 0.0, 12127.9726, 1024, 102.2, 102.2
156, 20_123, 20_123, 0.0, 12127.9726, 1936, 88.8083329424, 88.8083329424
157, 31_98, 31_98, 0.0, 12127.9726, 2704, 118.910106103, 118.910106103
158, 4_10, 4_10, 0.0, 12127.9726, 10000, 66.9056051464, 66.9056051464
159, 5_33, 5_33, 0.0, 12127.9726, 1681, 102.2, 102.2
160, 21_93, 21_93, 0.0, 12127.9726, 2116, 68.9969081433, 68.9969081433
161, 21_91, 21_91, 0.0, 12127.9726, 1600, 80.4105299904, 80.4105299904
314, 96_102, 96_102, 0.0, 12127.9726, 1521, 88.0046210908, 88.0046210908
315, 0_47, 0_47, 0.0, 12127.9726, 11449, 52.6410486218, 52.6410486218
316, 8_109, 8_109, 0.0, 12127.9726, 9, 198.22334205, 198.22334205
317, 85_98, 85_98, 0.0, 12127.9726, 1521, 68.9969081433, 68.9969081433
318, 21_188, 21_188, 0.0, 12127.9726, 225, 190.547246984, 190.547246984
319, 3_193, 3_193, 0.0, 12127.9726, 484, 178.414947057, 178.414947057
320, 15_91, 15_91, 0.0, 12127.9726, 225, 147.69351148, 147.69351148
321, 0_38, 33_96, -0.00200000032783, 163.047511156, 3090, 63.6399245757, 65.8350463912
212, 0_37, 33_97, 0.0, 157.587662794, 3720, 52.6410486218, 74.9213810159
416, 0_18, 0_19, 0.0100000016391, 509.241413273, 1584, 110.227582755, 124.742454682
162, 0_3, 99_120, -0.00400000065565, 4843.17905379, 3213, 43.8, 51.2735149305
213, 3_218, 33_217, 0.0080000013113, 13.3052162334, 18, 204.573735688, 215.236552038
417, 0_4, 75_96, -0.0240000039339, 684.955207947, 3048, 58.4, 60.7846471844
163, 21_95, 33_96, 0.0, 124.354677965, 1320, 68.9969081433, 65.8350463912
322, 6_31, 4_43, 0.0, 118.003110472, 792, 55.2747078991, 80.4105299904
214, 0_3, 75_95, -0.02300000377, 408.858465276, 3060, 43.8, 46.9324337035
418, 20_122, 0_97, 0.0, 134.934340929, 2145, 88.8083329424, 97.2115905298
323, 33_96, 0_51, 0.012000001967, 6197.0924975, 2970, 65.8350463912, 66.9056051464
164, 4_10, 20_40, 0.0240000039339, 821.149422207, 2200, 66.9056051464, 72.0200897898
215, 0_34, 0_35, 0.0200000032783, 1073.19484462, 20016, 38.6279691415, 38.6279691415
419, 85_96, 5_21, 0.00900000147521, 5729.3239587, 2736, 97.2115905298, 91.1769707766
324, 21_92, 0_62, -0.00100000016391, 131.334799923, 3696, 73.48505517, 63.6399245757
165, 0_25, 6_20, 0.00200000032783, 161.405050296, 2794, 50.575883581, 59.0051975112
216, 0_81, 10_98, 0.00700000114739, 5330.07232762, 2691, 87.6, 94.9935436403
420, 56_98, 70_96, 0.0, 118.003110472, 2808, 92.7224532319, 107.618276019
325, 0_49, 8_56, -0.0080000013113, 5271.16520283, 1872, 52.6410486218, 46.9324337035
166, 0_49, 33_94, -0.0100000016391, 5723.68215038, 4329, 52.6410486218, 55.2747078991
167, 0_228, 0_228, 0.0, 12127.9726, 49, 226.339243909, 226.339243909
168, 10_97, 10_97, 0.0, 12127.9726, 2025, 88.0046210908, 88.0046210908
169, 4_138, 4_138, 0.0, 12127.9726, 441, 124.171548002, 124.171548002
170, 6_193, 6_193, 0.0, 12127.9726, 100, 197.145056578, 197.145056578
171, 10_95, 10_95, 0.0, 12127.9726, 2809, 80.4105299904, 80.4105299904
172, 20_153, 20_153, 0.0, 12127.9726, 784, 138.764020313, 138.764020313
217, 0_4, 99_120, -0.00500000081956, 4954.01588338, 2667, 58.4, 51.2735149305
218, 91_210, 91_210, 0.0, 12127.9726, 576, 129.767638493, 129.767638493
219, 0_92, 0_92, 0.0, 12127.9726, 3025, 102.547029861, 102.547029861
220, 0_149, 0_149, 0.0, 12127.9726, 3721, 132.477067198, 132.477067198
221, 0_75, 0_75, 0.0, 12127.9726, 1521, 87.6, 87.6
222, 0_203, 0_203, 0.0, 12127.9726, 100, 213.745861558, 213.745861558
223, 1_220, 1_220, 0.0, 12127.9726, 289, 194.42318106, 194.42318106
224, 70_93, 70_93, 0.0, 12127.9726, 2704, 149.842762032, 149.842762032
225, 91_234, 91_234, 0.0, 12127.9726, 81, 148.17381685, 148.17381685
226, 91_119, 91_119, 0.0, 12127.9726, 81, 153.820544792, 153.820544792
227, 20_116, 20_116, 0.0, 12127.9726, 1764, 135.65696935, 135.65696935
228, 3_56, 3_56, 0.0, 12127.9726, 1369, 92.7224532319, 92.7224532319
229, 0_135, 0_135, 0.0, 12127.9726, 1764, 138.764020313, 138.764020313
230, 0_111, 0_111, 0.0, 12127.9726, 3481, 107.618276019, 107.618276019
231, 20_117, 20_117, 0.0, 12127.9726, 1764, 125.876500322, 125.876500322
232, 75_230, 75_230, 0.0, 12127.9726, 1, 223.496070062, 223.496070062
233, 8_207, 8_207, 0.0, 12127.9726, 9, 219.64793041, 219.64793041
234, 91_229, 91_229, 0.0, 12127.9726, 16, 215.071429995, 215.071429995
235, 9_145, 9_145, 0.0, 12127.9726, 1, 212.746265145, 212.746265145
236, 20_118, 20_118, 0.0, 12127.9726, 1764, 117.103771644, 117.103771644
237, 92_102, 92_102, 0.0, 12127.9726, 1764, 146.243130893, 146.243130893
238, 91_219, 91_219, 0.0, 12127.9726, 1, 240.05052246, 240.05052246
239, 0_221, 0_221, 0.0, 12127.9726, 400, 194.42318106, 194.42318106
421, 20_119, 0_93, 0.0310000050813, 208.513539197, 2478, 109.581081092, 97.2115905298
326, 32_60, 20_162, 0.00700000114739, 30.2589510536, 18, 194.42318106, 221.098831596
173, 21_94, 33_93, -0.0080000013113, 993.780060038, 1748, 67.4345114413, 55.2747078991
240, 0_34, 9_56, 0.00100000016391, 5177.64215582, 2641, 38.6279691415, 46.9324337035
422, 0_6, 97_120, -0.00600000098348, 5138.10122786, 2430, 87.6, 80.4105299904
174, 85_99, 20_41, 0.00900000147521, 5949.63069401, 726, 55.2747078991, 59.0051975112
327, 4_31, 0_15, -0.00100000016391, 308.80423168, 3255, 83.0191142649, 66.9056051464
241, 85_100, 2_10, -0.00700000114739, 5589.00750574, 3848, 42.1465696508, 38.6279691415
423, 75_96, 4_31, -0.00200000032783, 154.63401104, 744, 60.7846471844, 83.0191142649
175, 33_96, 4_102, 0.0200000032783, 174.186612202, 630, 65.8350463912, 94.9935436403
328, 20_123, 20_159, 0.0300000049174, 107.568107779, 880, 88.8083329424, 115.883907425
242, 0_3, 18_20, 0.00400000065565, 4858.96945507, 1683, 43.8, 36.742527585
424, 3_46, 12_91, -0.0190000031143, 169.461197152, 1485, 88.8083329424, 113.404820591
176, 0_5, 5_31, -0.0380000062287, 114.974398124, 2884, 73.0, 68.9969081433
329, 21_97, 0_68, 0.011000001803, 145.885393908, 1680, 80.4105299904, 102.2
243, 6_10, 6_46, 0.0, 22.0873586794, 1080, 95.7386024548, 127.279849151
425, 0_66, 33_96, -0.0080000013113, 389.91635513, 2280, 81.2893596973, 65.8350463912
177, 70_99, 56_101, 0.0, 118.003110472, 1353, 67.4345114413, 59.0051975112
330, 0_5, 16_20, 0.00600000098348, 5041.46060975, 1854, 73.0, 65.8350463912
244, 2_33, 0_60, 0.00100000016391, 93.6768701958, 5984, 63.6399245757, 73.0
426, 6_56, 33_96, -0.00600000098348, 5522.00931813, 660, 59.0051975112, 65.8350463912
178, 21_96, 0_64, -0.0080000013113, 5417.5865051, 3680, 73.48505517, 66.9056051464
331, 0_77, 10_93, -0.00900000147521, 5825.95664336, 3021, 77.2559382831, 83.0191142649
245, 70_99, 85_99, -0.00900000147521, 1010.99205806, 1353, 67.4345114413, 55.2747078991
427, 3_56, 0_102, 0.00100000016391, 19.37281979, 1443, 92.7224532319, 132.477067198
179, 85_96, 6_21, 0.00300000049174, 4835.0018053, 2112, 97.2115905298, 105.282097244
332, 98_120, 0_16, -0.0180000029504, 327.253171328, 2184, 65.8350463912, 81.2893596973
246, 0_33, 46_92, 0.0100000016391, 5483.7146641, 3828, 43.8, 44.6037367642
428, 33_97, 0_53, 0.0170000027865, 141.608009199, 1950, 74.9213810159, 88.8083329424
180, 0_36, 60_95, 0.0240000039339, 556.662100152, 3087, 43.8, 46.9324337035
333, 33_97, 10_98, 0.00100000016391, 275.675585751, 1170, 74.9213810159, 94.9935436403
334, 0_195, 0_195, 0.0, 12127.9726, 1444, 169.2172962, 169.2172962
335, 6_33, 6_33, 0.0, 12127.9726, 900, 115.883907425, 115.883907425
336, 3_204, 3_204, 0.0, 12127.9726, 36, 189.987087281, 189.987087281
337, 2_43, 2_43, 0.0, 12127.9726, 1444, 107.618276019, 107.618276019
338, 2_85, 2_85, 0.0, 12127.9726, 1444, 107.618276019, 107.618276019
339, 0_50, 0_50, 0.0, 12127.9726, 14161, 58.4, 58.4
247, 1_33, 46_92, 0.0, 147.823145864, 3161, 52.6410486218, 44.6037367642
429, 20_124, 0_96, -0.012000001967, 6937.60708198, 2773, 91.1769707766, 93.864867407
181, 0_4, 6_31, 0.02300000377, 82.7478957527, 3048, 58.4, 55.2747078991
340, 4_56, 0_39, 0.00900000147521, 6297.75126581, 2772, 80.4105299904, 75.8638253715
248, 0_37, 0_25, 0.0170000027865, 1342.45662947, 15748, 52.6410486218, 50.575883581
430, 0_149, 4_138, 0.0130000021309, 30.7337177113, 1281, 132.477067198, 124.171548002
182, 0_48, 33_94, 0.00900000147521, 5480.41124502, 4181, 50.575883581, 55.2747078991
183, 20_98, 20_98, 0.0, 12127.9726, 2304, 132.477067198, 132.477067198
184, 93_204, 93_204, 0.0, 12127.9726, 36, 187.729734814, 187.729734814
185, 21_96, 21_96, 0.0, 12127.9726, 1600, 73.48505517, 73.48505517
186, 0_182, 0_182, 0.0, 12127.9726, 1936, 160.156964673, 160.156964673
187, 3_46, 3_46, 0.0, 12127.9726, 2025, 88.8083329424, 88.8083329424
188, 20_122, 20_122, 0.0, 12127.9726, 1521, 88.8083329424, 88.8083329424
189, 60_96, 60_96, 0.0, 12127.9726, 576, 59.0051975112, 59.0051975112
190, 91_198, 91_198, 0.0, 12127.9726, 576, 139.275123407, 139.275123407
191, 0_8, 0_8, 0.0, 12127.9726, 1936, 116.8, 116.8
192, 3_85, 3_85, 0.0, 12127.9726, 1089, 97.2115905298, 97.2115905298
193, 21_97, 21_97, 0.0, 12127.9726, 1225, 80.4105299904, 80.4105299904
341, 5_43, 0_38, -0.011000001803, 5831.11782235, 2987, 67.4345114413, 63.6399245757
249, 70_97, 5_21, -0.011000001803, 7063.23756204, 2964, 93.864867407, 91.1769707766
431, 0_46, 56_119, 0.00500000081956, 5379.30390171, 2970, 58.4, 65.8350463912
194, 0_47, 0_62, 0.0100000016391, 1051.70543106, 8988, 52.6410486218, 63.6399245757
342, 97_120, 0_17, -0.0180000029504, 363.464639419, 1950, 80.4105299904, 95.7386024548
250, 56_99, 20_68, 0.00900000147521, 6241.29330552, 1392, 80.4105299904, 85.5481930454
432, 0_36, 0_35, -0.0200000032783, 1061.90875338, 21168, 43.8, 38.6279691415
195, 70_98, 5_21, -0.02300000377, 812.308156365, 2679, 80.4105299904, 91.1769707766
343, 0_4, 6_20, -0.0100000016391, 6215.00035699, 2794, 58.4, 59.0051975112
251, 0_78, 6_85, 0.0360000059009, 259.26225134, 1197, 75.8638253715, 74.9213810159
433, 0_37, 60_95, 0.00600000098348, 5560.217417, 2604, 52.6410486218, 46.9324337035
196, 1_21, 2_10, -0.0130000021309, 1116.53204959, 20868, 38.6279691415, 38.6279691415
344, 6_43, 33_97, 0.02300000377, 157.285242176, 720, 55.2747078991, 74.9213810159
252, 0_49, 0_63, -0.0100000016391, 1022.14168949, 10413, 52.6410486218, 63.6399245757
434, 0_3, 0_13, -0.0130000021309, 1093.13648968, 23409, 43.8, 38.6279691415
197, 0_80, 10_97, 0.0080000013113, 5559.94591689, 3105, 81.2893596973, 88.0046210908
345, 0_76, 8_85, 0.0350000057369, 167.354970201, 1127, 81.2893596973, 72.0200897898
253, 85_99, 70_100, 0.0180000029504, 1477.69037699, 1122, 55.2747078991, 55.2747078991
435, 0_79, 5_85, 0.0360000059009, 285.732494413, 1340, 77.2559382831, 80.4105299904
198, 21_94, 0_64, 0.0370000060648, 190.373592779, 4232, 67.4345114413, 66.9056051464
346, 1_33, 2_21, -0.0170000027865, 1365.59691998, 12753, 52.6410486218, 50.575883581
254, 0_47, 33_91, 0.00100000016391, 132.047011781, 3638, 52.6410486218, 65.8350463912
199, 0_48, 7_56, 0.0, 129.532772068, 1695, 50.575883581, 51.2735149306
436, 0_82, 0_80, 0.0, 251.31939516, 3795, 95.7386024548, 81.2893596973
347, 0_5, 5_20, -0.011000001803, 6688.06427713, 2575, 73.0, 73.48505517
255, 0_78, 10_94, -0.0100000016391, 6122.98521927, 3402, 75.8638253715, 80.4105299904
200, 0_79, 10_97, 0.034000005573, 171.291737885, 3015, 77.2559382831, 88.0046210908
437, 75_97, 0_26, -0.02300000377, 604.794236504, 2835, 74.9213810159, 63.6399245757
348, 2_46, 56_100, 0.00300000049174, 4847.50851075, 2501, 77.2559382831, 68.9969081433
256, 85_99, 3_10, -0.00900000147521, 5973.26750809, 4059, 55.2747078991, 52.6410486218
201, 4_189, 20_161, 0.0, 14.8561432712, 160, 167.95289022, 124.742454682
438, 0_47, 0_61, -0.00200000032783, 856.94584957, 8239, 52.6410486218, 66.9056051464
349, 70_96, 43_99, 0.00100000016391, 30.8275944786, 2808, 107.618276019, 93.864867407
257, 0_33, 60_91, -0.00400000065565, 5300.2557601, 2508, 43.8, 36.742527585
258, 70_95, 70_95, 0.0, 12127.9726, 2704, 121.569294369, 121.569294369
259, 20_60, 20_60, 0.0, 12127.9726, 9, 190.547246984, 190.547246984
260, 43_97, 43_97, 0.0, 12127.9726, 2916, 118.010395022, 118.010395022
261, 20_224, 20_224, 0.0, 12127.9726, 9, 205.094059722, 205.094059722
262, 0_180, 0_180, 0.0, 12127.9726, 2116, 156.113078675, 156.113078675
202, 0_6, 16_20, 0.00200000032783, 155.513627049, 1458, 87.6, 65.8350463912
439, 0_21, 60_91, -0.00400000065565, 4838.16025809, 3173, 29.2, 36.742527585
350, 0_87, 0_86, -0.0130000021309, 1088.95281385, 1480, 156.113078675, 143.298336813
263, 0_35, 9_56, -0.0190000031143, 434.353828073, 2736, 38.6279691415, 46.9324337035
203, 0_36, 7_56, -0.00400000065565, 5294.64831416, 2205, 43.8, 51.2735149306
204, 1_75, 1_75, 0.0, 12127.9726, 625, 95.7386024548, 95.7386024548
205, 0_74, 0_74, 0.0, 12127.9726, 625, 184.869287155, 184.869287155
206, 0_80, 0_80, 0.0, 12127.9726, 4761, 81.2893596973, 81.2893596973
440, 0_27, 0_55, 0.0, 30.7472072878, 3315, 77.2559382831, 114.029645268
