   6.1678767E-02   184.9124       184.9124       184.9124              18
   0.1078196       52.35978       52.35978       52.35978              62
   0.1514808       21.16277       21.16277       21.16277              98
   0.1962567       9.672174       9.672174       9.672174             210
   0.2463773       5.139701       5.139701       5.139701             350
   0.2958864       3.341761       3.341761       3.341761             450
   0.3417927       2.167825       2.167825       2.167825             602
   0.3878694       1.497651       1.497651       1.497651             762
   0.4377633      0.9972414      0.9972414      0.9972414            1142
   0.4878336      0.7429503      0.7429503      0.7429503            1250
   0.5346159      0.5473681      0.5473681      0.5473681            1458
   0.5813958      0.4103247      0.4103247      0.4103247            1814
   0.6304837      0.3098784      0.3098784      0.3098784            2178
   0.6792498      0.2331606      0.2331606      0.2331606            2498
   0.7257835      0.1869204      0.1869204      0.1869204            2622
   0.7735397      0.1485828      0.1485828      0.1485828            3338
   0.8231839      0.1230407      0.1230407      0.1230407            3722
   0.8725169      9.7819716E-02  9.7819723E-02  9.7819716E-02        4170
   0.9200695      8.2758620E-02  8.2758620E-02  8.2758620E-02        4358
   0.9675390      7.4010730E-02  7.4010730E-02  7.4010730E-02        5034
    1.016528      6.1589621E-02  6.1589621E-02  6.1589621E-02        5714
    1.065047      5.3190012E-02  5.3190008E-02  5.3190012E-02        5982
    1.112698      4.5097742E-02  4.5097742E-02  4.5097739E-02        6602
    1.160408      3.9163787E-02  3.9163794E-02  3.9163794E-02        7130
    1.209018      3.5917319E-02  3.5917319E-02  3.5917319E-02        8034
    1.258010      3.0655814E-02  3.0655814E-02  3.0655814E-02        8606
    1.306347      2.8680949E-02  2.8680952E-02  2.8680949E-02        9066
    1.354610      2.4393680E-02  2.4393676E-02  2.4393676E-02        9962
    1.403078      2.1862773E-02  2.1862771E-02  2.1862771E-02       10550
    1.451161      1.9315084E-02  1.9315084E-02  1.9315084E-02       11226
    1.499277      1.7082226E-02  1.7082224E-02  1.7082224E-02       12146
    1.547253      1.5884219E-02  1.5884219E-02  1.5884219E-02       12606
