2457315.39292	294.77636	298.97175	292.09471	299.22247	291.59346	158.92429	37.15820	10.02627	-0.65775	-0.65775	324.60012	296.48104	320.91885	300.88291	152.20389	318.22443	297.92223	319.69690	302.30846	325.82207	301.91689	166.25600	-0.76737	-0.75173	319.50893	293.52026	168.82477	51.71123	-34.51037
2457315.39303	294.98178	298.97175	292.09471	299.22247	291.59346	158.79898	37.17389	9.92538	-0.64206	-0.65775	324.70980	296.48104	320.99714	300.92993	152.56424	318.17741	297.89085	319.74392	302.32410	325.86908	301.90115	166.17839	-0.75173	-0.75173	319.49329	293.50462	168.96577	51.67990	-34.52606
2457315.39315	294.98178	298.95611	292.09471	299.22247	291.60910	158.70500	36.92322	9.87882	-0.65775	-0.65775	324.66278	296.49668	320.93449	300.92993	152.06294	318.19305	297.93787	319.71264	302.27718	325.82207	301.88551	166.06199	-0.75173	-0.73605	319.49329	293.50462	168.80908	51.80526	-34.43203
2457315.39327	294.98178	298.97175	292.09471	299.22247	291.62474	158.83031	36.78226	9.79346	-0.64206	-0.64206	324.66278	296.44966	320.95013	300.94557	152.00028	318.20869	297.90659	319.72828	302.33984	325.88472	301.90115	166.02318	-0.75173	-0.75173	319.52457	293.50462	168.80908	51.69559	-34.46336
2457315.39339	294.98178	298.97175	292.09471	299.22247	291.64047	158.72068	36.70392	9.72362	-0.65775	-0.65775	324.67852	296.51232	320.93449	300.97694	151.90630	318.19305	297.95351	319.72828	302.29282	325.85335	301.85423	165.99214	-0.75173	-0.75173	319.47765	293.50462	168.82477	51.63293	-34.66702
2457315.39350	294.77636	298.95611	292.07907	299.22247	291.64047	158.70500	36.76658	9.80122	-0.65775	-0.65775	324.67852	296.49668	320.90311	300.99258	151.98460	318.17741	297.95351	319.72828	302.29282	325.85335	301.85423	165.99214	-0.75173	-0.73605	319.49329	293.50462	168.82477	51.66426	-34.63569
2457315.39362	294.57094	298.95611	292.07907	299.22247	291.65611	158.79898	36.84492	9.86330	-0.65775	-0.65775	324.61586	296.46530	320.90311	300.96130	152.01592	318.24007	297.95351	319.71264	302.29282	325.85335	301.90115	166.13183	-0.75173	-0.75173	319.49329	293.50462	168.74642	51.83659	-34.47905
2457315.39374	294.98178	298.95611	292.07907	299.22247	291.67175	158.72068	36.90758	9.80898	-0.65775	-0.65775	324.67852	296.48104	320.91885	300.99258	152.06294	318.19305	297.98489	319.71264	302.26145	325.85335	301.85423	166.12407	-0.76737	-0.75173	319.47765	293.48898	168.98141	51.67990	-34.65137
2457315.39386	294.98178	298.97175	292.07907	299.23811	291.70313	159.11231	37.14256	9.99523	-0.64206	-0.64206	324.72544	296.46530	320.93449	301.03960	152.23527	318.16177	297.96925	319.74392	302.26145	325.86908	301.83849	166.10079	-0.75173	-0.75173	319.49329	293.50462	168.91875	51.66426	-34.60436
2457315.39397	294.77636	298.95611	292.07907	299.22247	291.70313	158.90865	37.11123	9.99523	-0.64206	-0.65775	324.74117	296.46530	320.91885	301.03960	152.39191	318.17741	297.98489	319.77530	302.27718	325.88472	301.85423	166.27928	-0.75173	-0.76737	319.49329	293.48898	168.87174	51.75824	-34.58872
2457315.39409	294.77636	298.95611	292.07907	299.22247	291.75005	159.09662	37.11123	9.97970	-0.65775	-0.65775	324.69416	296.49668	320.91885	301.00822	152.51722	318.20869	298.01617	319.75956	302.24581	325.86908	301.83849	166.12407	-0.76737	-0.75173	319.50893	293.48898	168.93444	51.72691	-34.44772
2457315.39421	294.98178	298.94047	292.07907	299.20673	291.78143	159.06529	37.14256	9.94090	-0.65775	-0.65775	324.69416	296.48104	320.93449	301.03960	152.47021	318.19305	298.01617	319.77530	302.24581	325.88472	301.83849	166.16287	-0.75173	-0.75173	319.50893	293.48898	168.85610	51.69559	-34.66702
2457315.39433	294.57094	298.95611	292.07907	299.22247	291.84408	158.97131	37.17389	9.95642	-0.64206	-0.65775	324.70980	296.44966	320.95013	301.03960	152.50154	318.22443	298.00053	319.79094	302.27718	325.91600	301.85423	166.11631	-0.75173	-0.75173	319.52457	293.48898	169.32607	51.97754	-34.57303
2457315.39444	294.77636	298.95611	292.09471	299.22247	291.87546	159.15928	37.28352	10.01851	-0.64206	-0.65775	324.72544	296.46530	320.93449	301.05524	152.59557	318.22443	298.00053	319.79094	302.26145	325.91600	301.85423	166.17839	-0.75173	-0.76737	319.52457	293.48898	168.95008	51.99323	-34.46336
2457315.39456	294.77636	298.94047	292.07907	299.22247	291.92238	159.14364	37.67514	10.16595	-0.65775	-0.65775	324.64714	296.43402	320.98150	301.02396	152.42324	318.27135	298.04754	319.77530	302.24581	325.88472	301.86987	166.22496	-0.75173	-0.75173	319.54031	293.48898	168.91875	51.93057	-34.46336
2457315.39468	294.57094	298.94047	292.09471	299.20673	291.95375	159.47261	37.75349	10.20475	-0.65775	-0.65775	324.69416	296.46530	320.96577	301.07088	152.54855	318.24007	298.07882	319.77530	302.19879	325.85335	301.83849	166.21720	-0.75173	-0.75173	319.52457	293.50462	168.96577	51.85223	-34.58872
2457315.39480	294.57094	298.94047	292.09471	299.20673	292.00077	159.48825	37.65950	10.03403	-0.65775	-0.65775	324.66278	296.43402	320.96577	301.07088	152.57988	318.25571	298.06318	319.80658	302.21453	325.86908	301.83849	166.30256	-0.75173	-0.73605	319.54031	293.47324	168.82477	51.85223	-34.57303
2457315.39492	294.57094	298.94047	292.09471	299.20673	292.01641	159.33161	37.69083	10.15819	-0.65775	-0.65775	324.72544	296.48104	320.93449	301.08662	152.73652	318.24007	298.11020	319.80658	302.18315	325.85335	301.83849	166.33359	-0.75173	-0.75173	319.52457	293.47324	168.87174	52.02456	-34.29108
2457315.39503	294.57094	298.94047	292.11044	299.20673	292.04769	159.70759	37.94146	10.33668	-0.65775	-0.65775	324.72544	296.48104	320.91885	301.10226	152.75221	318.24007	298.11020	319.83795	302.18315	325.88472	301.82285	166.34911	-0.75173	-0.73605	319.50893	293.48898	168.79344	51.85223	-34.43203
2457315.39515	294.77636	298.92483	292.09471	299.19109	292.07907	159.42559	37.87880	10.13491	-0.64206	-0.65775	324.77245	296.44966	320.93449	301.13363	153.01852	318.19305	298.09456	319.85359	302.19879	325.90036	301.80721	166.30256	-0.75173	-0.75173	319.50893	293.47324	168.96577	51.96190	-34.52606
2457315.39527	294.77636	298.92483	292.11044	299.19109	292.07907	159.36294	37.83183	10.12715	-0.65775	-0.65775	324.66278	296.41838	320.90311	301.07088	152.75221	318.28709	298.09456	319.82222	302.19879	325.90036	301.83849	166.24824	-0.75173	-0.73605	319.54031	293.47324	168.91875	51.83659	-34.52606
2457315.39539	294.57094	298.90909	292.11044	299.19109	292.09471	159.40995	37.89449	10.29788	-0.64206	-0.65775	324.78809	296.44966	320.95013	301.13363	152.86188	318.20869	298.12584	319.86923	302.19879	325.91600	301.79157	166.40344	-0.75173	-0.75173	319.49329	293.47324	168.91875	51.80526	-34.66702
2457315.39550	294.77636	298.90909	292.11044	299.19109	292.12608	159.37862	37.67514	10.22027	-0.64206	-0.64206	324.72544	296.40265	320.91885	301.11790	152.95587	318.27135	298.11020	319.85359	302.19879	325.91600	301.83849	166.13959	-0.73605	-0.75173	319.54031	293.47324	168.88742	51.88355	-34.46336
2457315.39562	294.77636	298.90909	292.12608	299.19109	292.15736	159.44128	37.59685	9.99523	-0.64206	-0.65775	324.74117	296.48104	320.93449	301.13363	152.72088	318.22443	298.15722	319.86923	302.15187	325.90036	301.77584	166.24048	-0.75173	-0.73605	319.49329	293.47324	168.90311	51.75824	-34.57303
2457315.39574	294.77636	298.90909	292.15736	299.19109	292.18874	159.39426	37.65950	10.04179	-0.64206	-0.65775	324.78809	296.46530	320.96577	301.16491	152.79918	318.20869	298.15722	319.88487	302.15187	325.91600	301.77584	166.14735	-0.75173	-0.75173	319.49329	293.47324	168.88742	51.80526	-34.57303
2457315.39586	294.98178	298.87781	292.15736	299.17545	292.20438	159.47261	37.80050	10.24355	-0.62642	-0.64206	324.74117	296.40265	320.93449	301.13363	152.89321	318.25571	298.12584	319.86923	302.19879	325.94738	301.80721	166.18615	-0.75173	-0.75173	319.52457	293.45760	168.80908	51.75824	-34.63569
2457315.39597	294.77636	298.89345	292.17310	299.15981	292.22002	159.45692	37.87880	10.17371	-0.64206	-0.65775	324.80383	296.41838	320.93449	301.16491	152.84619	318.24007	298.15722	319.88487	302.16751	325.96302	301.79157	166.09303	-0.76737	-0.75173	319.50893	293.45760	168.87174	51.85223	-34.55739
2457315.39609	294.77636	298.89345	292.17310	299.17545	292.26704	159.45692	37.61249	10.08835	-0.64206	-0.64206	324.75681	296.40265	320.96577	301.14927	152.81487	318.24007	298.14148	319.88487	302.18315	325.96302	301.79157	166.12407	-0.75173	-0.75173	319.52457	293.45760	169.09108	51.88355	-34.51037
2457315.39621	294.77636	298.87781	292.18874	299.15981	292.28268	159.56659	37.69083	10.21251	-0.65775	-0.65775	324.75681	296.46530	320.93449	301.13363	152.62690	318.25571	298.21987	319.86923	302.12049	325.90036	301.77584	166.13183	-0.75173	-0.75173	319.49329	293.44196	168.93444	51.82090	-34.52606
2457315.39633	294.57094	298.87781	292.20438	299.15981	292.32969	159.56659	37.70652	10.14267	-0.65775	-0.64206	324.78809	296.41838	320.98150	301.16491	152.90885	318.25571	298.17286	319.88487	302.16751	325.96302	301.77584	166.62073	-0.75173	-0.75173	319.50893	293.44196	168.93444	51.88355	-34.60436
2457315.39644	294.57094	298.86217	292.22002	299.15981	292.36107	159.47261	37.80050	10.16595	-0.65775	-0.64206	324.70980	296.40265	320.91885	301.14927	152.65822	318.28709	298.23551	319.86923	302.12049	325.90036	301.79157	166.16287	-0.75173	-0.73605	319.52457	293.45760	168.88742	51.69559	-34.47905
2457315.39656	294.57094	298.87781	292.22002	299.14408	292.39235	159.66058	37.84747	10.24355	-0.64206	-0.64206	324.75681	296.37136	320.93449	301.13363	152.75221	318.28709	298.21987	319.86923	302.12049	325.94738	301.80721	166.14735	-0.73605	-0.75173	319.54031	293.44196	168.87174	51.74255	-34.54170
2457315.39668	294.77636	298.86217	292.25140	299.15981	292.42373	159.51958	37.73785	10.16595	-0.64206	-0.65775	324.81947	296.40265	320.95013	301.18055	152.83051	318.24007	298.23551	319.90061	302.13614	325.96302	301.77584	166.17063	-0.75173	-0.75173	319.50893	293.44196	168.79344	51.78957	-34.65137
2457315.39680	294.77636	298.84644	292.25140	299.14408	292.45501	159.62925	37.67514	9.96418	-0.64206	-0.64206	324.75681	296.37136	320.95013	301.14927	152.73652	318.27135	298.21987	319.88487	302.13614	325.96302	301.79157	166.14735	-0.75173	-0.75173	319.54031	293.44196	168.77775	51.66426	-34.63569
2457315.39691	294.98178	298.84644	292.26704	299.14408	292.48638	159.62925	37.75349	10.15043	-0.64206	-0.65775	324.72544	296.40265	320.93449	301.14927	152.56424	318.27135	298.28253	319.86923	302.07348	325.90036	301.74456	166.14735	-0.75173	-0.75173	319.50893	293.42632	168.84041	51.78957	-34.46336
2457315.39703	294.57094	298.83080	292.28268	299.14408	292.51766	159.70759	37.94146	10.14267	-0.64206	-0.65775	324.81947	296.40265	320.96577	301.16491	152.78354	318.24007	298.25115	319.88487	302.10485	325.96302	301.74456	166.17839	-0.75173	-0.75173	319.50893	293.42632	168.74642	51.64857	-34.62005
2457315.39715	295.18720	298.83080	292.29841	299.12844	292.56468	159.67627	38.00416	10.20475	-0.64206	-0.65775	324.81947	296.41838	321.01278	301.19629	152.79918	318.22443	298.29817	319.90061	302.10485	325.94738	301.71318	166.10079	-0.75173	-0.75173	319.49329	293.44196	168.80908	51.64857	-34.72967
2457315.39727	294.98178	298.81516	292.29841	299.12844	292.59605	159.70759	37.84747	10.32892	-0.64206	-0.65775	324.78809	296.43402	320.99714	301.18055	153.00283	318.24007	298.31381	319.88487	302.05784	325.94738	301.71318	166.07751	-0.75173	-0.75173	319.49329	293.44196	168.87174	51.57027	-34.71403
2457315.39739	294.57094	298.83080	292.32969	299.12844	292.64297	159.58223	37.83183	10.22803	-0.64206	-0.65775	324.77245	296.37136	320.98150	301.14927	152.78354	318.30273	298.31381	319.88487	302.08921	325.96302	301.77584	166.01542	-0.75173	-0.75173	319.54031	293.42632	168.76211	51.60160	-34.62005
2457315.39750	294.77636	298.81516	292.32969	299.11280	292.65871	159.67627	37.78481	10.15043	-0.64206	-0.65775	324.81947	296.41838	321.02852	301.19629	152.72088	318.24007	298.32954	319.88487	302.05784	325.94738	301.71318	166.12407	-0.75173	-0.75173	319.49329	293.42632	168.87174	51.72691	-34.68270
2457315.39762	294.57094	298.81516	292.34533	299.11280	292.68999	159.72323	37.80050	10.22027	-0.64206	-0.65775	324.83511	296.40265	320.99714	301.19629	152.70519	318.22443	298.34518	319.88487	302.05784	325.94738	301.69754	165.97662	-0.76737	-0.75173	319.49329	293.42632	168.77775	51.60160	-34.72967
2457315.39774	294.98178	298.81516	292.36107	299.12844	292.73701	159.78589	38.05113	10.20475	-0.64206	-0.65775	324.74117	296.38700	320.95013	301.13363	152.43888	318.31837	298.36082	319.85359	302.05784	325.93174	301.74456	165.99214	-0.76737	-0.73605	319.52457	293.41059	168.69946	51.57027	-34.71403
2457315.39786	294.98178	298.81516	292.37671	299.11280	292.78402	159.87988	37.97278	10.25907	-0.65775	-0.65775	324.80383	296.41838	321.01278	301.19629	152.62690	318.24007	298.36082	319.88487	302.02646	325.94738	301.69754	166.06975	-0.75173	-0.75173	319.49329	293.42632	168.77775	51.67990	-34.52606
2457315.39797	294.98178	298.81516	292.39235	299.11280	292.81530	159.83291	38.08246	10.32116	-0.64206	-0.65775	324.85085	296.38700	320.98150	301.19629	152.73652	318.24007	298.37646	319.90061	302.04220	325.97866	301.71318	165.98438	-0.75173	-0.73605	319.50893	293.41059	168.69946	51.55458	-34.66702
2457315.39809	294.77636	298.79942	292.40799	299.09706	292.83104	159.81722	37.89449	10.17371	-0.65775	-0.64206	324.77245	296.35572	320.99714	301.14927	152.56424	318.31837	298.39220	319.86923	302.04220	325.94738	301.74456	166.03094	-0.75173	-0.75173	319.55595	293.41059	168.63680	51.52326	-34.77669
2457315.39821	295.18720	298.79942	292.40799	299.09706	292.87796	159.75456	37.95714	10.22027	-0.65775	-0.65775	324.83511	296.40265	320.99714	301.19629	152.61121	318.25571	298.42348	319.88487	302.04220	325.94738	301.69754	166.00766	-0.75173	-0.75173	319.52457	293.41059	168.79344	51.52326	-34.76100
2457315.39833	294.98178	298.79942	292.42373	299.11280	292.92498	159.75456	37.67514	10.12715	-0.64206	-0.65775	324.78809	296.38700	320.99714	301.16491	152.20389	318.30273	298.45486	319.88487	301.99518	325.91600	301.72892	165.86798	-0.76737	-0.75173	319.54031	293.42632	168.84041	51.69559	-34.71403
2457315.39844	294.77636	298.79942	292.45501	299.12844	292.95635	159.70759	37.64381	10.02627	-0.64206	-0.65775	324.85085	296.38700	321.01278	301.18055	152.34489	318.27135	298.42348	319.93189	302.02646	325.97866	301.71318	165.75934	-0.76737	-0.75173	319.54031	293.41059	168.74642	51.47629	-34.77669
2457315.39856	294.57094	298.78378	292.45501	299.11280	292.95635	159.77025	37.54983	9.97194	-0.64206	-0.64206	324.80383	296.35572	321.05980	301.16491	152.21958	318.28709	298.42348	319.90061	302.04220	325.97866	301.71318	165.76710	-0.76737	-0.75173	319.55595	293.41059	168.68377	51.50762	-34.66702
2457315.39868	294.77636	298.79942	292.45501	299.11280	292.97199	159.75456	37.54983	10.04179	-0.65775	-0.65775	324.75681	296.35572	320.99714	301.14927	152.09427	318.34974	298.47050	319.90061	302.01082	325.94738	301.72892	165.77486	-0.75173	-0.75173	319.55595	293.41059	168.76211	51.46060	-34.79233
2457315.39880	294.77636	298.79942	292.45501	299.12844	293.01901	159.94258	37.65950	10.17371	-0.64206	-0.64206	324.80383	296.33999	321.01278	301.16491	152.37622	318.30273	298.45486	319.93189	302.02646	325.96302	301.71318	165.85246	-0.75173	-0.75173	319.55595	293.41059	168.87174	51.75824	-34.69834
2457315.39891	294.77636	298.79942	292.48638	299.12844	293.03465	159.92689	37.78481	10.24355	-0.65775	-0.65775	324.85085	296.38700	321.01278	301.19629	152.36058	318.25571	298.50178	319.94753	301.99518	325.96302	301.66616	165.91455	-0.76737	-0.75173	319.52457	293.41059	168.77775	51.74255	-34.68270
2457315.39903	294.77636	298.78378	292.48638	299.12844	293.03465	160.05220	38.05113	10.26683	-0.65775	-0.64206	324.78809	296.37136	321.05980	301.16491	152.54855	318.31837	298.53315	319.93189	301.96381	325.93174	301.68190	165.89127	-0.75173	-0.75173	319.54031	293.39495	168.77775	51.72691	-34.55739
2457315.39915	294.77636	298.79942	292.50202	299.12844	293.06602	160.33421	38.08246	10.29788	-0.64206	-0.65775	324.78809	296.35572	321.02852	301.14927	152.29793	318.34974	298.51751	319.91625	301.97954	325.94738	301.71318	165.95334	-0.75173	-0.75173	319.58723	293.39495	168.65244	51.58591	-34.69834
2457315.39927	294.98178	298.78378	292.50202	299.12844	293.06602	160.31852	38.20777	10.29012	-0.64206	-0.65775	324.81947	296.32435	320.99714	301.14927	152.62690	318.31837	298.53315	319.94753	301.97954	325.97866	301.69754	165.96110	-0.75173	-0.75173	319.58723	293.39495	168.88742	51.69559	-34.51037
2457315.39939	294.77636	298.78378	292.51766	299.12844	293.09731	160.36553	38.27043	10.29788	-0.64206	-0.64206	324.81947	296.33999	320.99714	301.16491	152.59557	318.31837	298.53315	319.96326	301.97954	325.99440	301.71318	166.01542	-0.76737	-0.75173	319.58723	293.39495	168.79344	51.71123	-34.40070
2457315.39950	294.77636	298.78378	292.51766	299.12844	293.11295	160.16188	38.47408	10.50740	-0.65775	-0.65775	324.88213	296.37136	321.04416	301.18055	152.72088	318.27135	298.56453	319.97890	301.94817	325.97866	301.66616	165.93783	-0.75173	-0.75173	319.55595	293.39495	168.79344	51.67990	-34.72967
2457315.39962	294.57094	298.78378	292.51766	299.12844	293.14432	160.11486	38.47408	10.45308	-0.65775	-0.65775	324.88213	296.35572	321.01278	301.18055	152.75221	318.27135	298.58017	319.97890	301.94817	325.99440	301.65052	165.93007	-0.75173	-0.75173	319.57159	293.39495	168.85610	51.71123	-34.63569
